Vehicle #,Driver,Dept_t1,Year_t1,Make_t1,Model_t1,Color,VIN,Vehicle  #,Dept_t3,Year_t3,Make_t3,Model_t3,Mileage,Last Service,Service?,Unnamed: 9,Unnamed: 10,Vehicle #_t5,Calvin #,Vehicle Year,Make,Model,Title,Date_of_Service,Notes,Matched_On,Vehicle,Veh #,Current Mileage,Last LOF,Tire Condition IN 32nds,Overall condition,KBB Value,Driver_t4
NULL,none,none,NULL,NULL,NULL,NULL,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dept_t1,OO7,BS/Advancement,White,8323,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dept_t1,Fac #4,BS,Green EZ/Go,6377,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dept_t1,Fac #8,BS,NULL,NULL,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dept_t1,Fac #9,BS/Custodial/Emily,Burgundy,751,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dept_t1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dept_t1,Golf Carts,NULL,NULL,NULL,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dept_t1,OO7,BS/Advancement,White,8323,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dept_t1,Fac #4,BS,Green EZ/Go,6377,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dept_t1,Fac #8,BS,NULL,NULL,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dept_t1,Fac #9,BS/Custodial/Emily,Burgundy,751,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dept_t1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dept_t1,Golf Carts,NULL,NULL,NULL,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dept_t1,OO7,BS/Advancement,White,8323,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dept_t1,Fac #4,BS,Green EZ/Go,6377,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dept_t1,Fac #8,BS,NULL,NULL,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dept_t1,Fac #9,BS/Custodial/Emily,Burgundy,751,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dept_t1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dept_t1,Golf Carts,NULL,NULL,NULL,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dept_t1,OO7,BS/Advancement,White,8323,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dept_t1,Fac #4,BS,Green EZ/Go,6377,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dept_t1,Fac #8,BS,NULL,NULL,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dept_t1,Fac #9,BS/Custodial/Emily,Burgundy,751,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dept_t1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dept_t1,Golf Carts,NULL,NULL,NULL,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dept_t1,OO7,BS/Advancement,White,8323,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dept_t1,Fac #4,BS,Green EZ/Go,6377,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dept_t1,Fac #8,BS,NULL,NULL,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dept_t1,Fac #9,BS/Custodial/Emily,Burgundy,751,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dept_t1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dept_t1,Golf Carts,NULL,NULL,NULL,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dept_t1,OO7,BS/Advancement,White,8323,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dept_t1,Fac #4,BS,Green EZ/Go,6377,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dept_t1,Fac #8,BS,NULL,NULL,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,NULL,NULL,none,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dept_t1,Fac #9,BS/Custodial/Emily,Burgundy,751,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,16VCX162362D14222,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10.0,NULL,2006,BIG,TEX,NULL,NULL,NULL,Dept_t3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,16VCX162362D14222,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10.0,NULL,2006,BIG,TEX,NULL,NULL,NULL,Dept_t3,Golf Carts,NULL,NULL,NULL,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,16VCX162362D14222,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10.0,NULL,2006,BIG,TEX,NULL,NULL,NULL,Dept_t3,OO7,BS/Advancement,White,8323,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,16VCX162362D14222,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10.0,NULL,2006,BIG,TEX,NULL,NULL,NULL,Dept_t3,Fac #4,BS,Green EZ/Go,6377,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,16VCX162362D14222,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10.0,NULL,2006,BIG,TEX,NULL,NULL,NULL,Dept_t3,Fac #8,BS,NULL,NULL,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,16VCX162362D14222,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10.0,NULL,2006,BIG,TEX,NULL,NULL,NULL,Dept_t3,Fac #9,BS/Custodial/Emily,Burgundy,751,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,1D7RW3GK6AS164508,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71.0,Plaster Creek,2010,DODGE,DAKOTA,Y,NULL,NULL,Dept_t3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,1D7RW3GK6AS164508,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71.0,Plaster Creek,2010,DODGE,DAKOTA,Y,NULL,NULL,Dept_t3,Golf Carts,NULL,NULL,NULL,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,1D7RW3GK6AS164508,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71.0,Plaster Creek,2010,DODGE,DAKOTA,Y,NULL,NULL,Dept_t3,OO7,BS/Advancement,White,8323,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,1D7RW3GK6AS164508,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71.0,Plaster Creek,2010,DODGE,DAKOTA,Y,NULL,NULL,Dept_t3,Fac #4,BS,Green EZ/Go,6377,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,1D7RW3GK6AS164508,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71.0,Plaster Creek,2010,DODGE,DAKOTA,Y,NULL,NULL,Dept_t3,Fac #8,BS,NULL,NULL,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,1D7RW3GK6AS164508,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71.0,Plaster Creek,2010,DODGE,DAKOTA,Y,NULL,NULL,Dept_t3,Fac #9,BS/Custodial/Emily,Burgundy,751,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,1D7RW3GK6AS164508,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Plaster Creek,2010,DODGE,DAKOTA,Y,NULL,NULL,Dept_t3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,1D7RW3GK6AS164508,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Plaster Creek,2010,DODGE,DAKOTA,Y,NULL,NULL,Dept_t3,Golf Carts,NULL,NULL,NULL,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,1D7RW3GK6AS164508,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Plaster Creek,2010,DODGE,DAKOTA,Y,NULL,NULL,Dept_t3,OO7,BS/Advancement,White,8323,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,1D7RW3GK6AS164508,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Plaster Creek,2010,DODGE,DAKOTA,Y,NULL,NULL,Dept_t3,Fac #4,BS,Green EZ/Go,6377,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,1D7RW3GK6AS164508,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Plaster Creek,2010,DODGE,DAKOTA,Y,NULL,NULL,Dept_t3,Fac #8,BS,NULL,NULL,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,1D7RW3GK6AS164508,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Plaster Creek,2010,DODGE,DAKOTA,Y,NULL,NULL,Dept_t3,Fac #9,BS/Custodial/Emily,Burgundy,751,NULL,NULL,NULL,none
30,back row,grounds,1988.0,Ford,f-600 Dump,NULL,1FDNF60H6JVA30777,30,grounds,1988.0,Ford,f-600 Dump,44484.0,6/14/2023,Yes,NULL,NULL,22.0,GROUNDS,1988,FORD,F600,Y,NULL,NULL,Dept_t3,2010 GMCSierra 2500 SLE,25,104850,102911,F-11 R-11,Above Average,"$9,479.00 ",grounds
30,back row,grounds,1988.0,Ford,f-600 Dump,NULL,1FDNF60H6JVA30777,30,grounds,1988.0,Ford,f-600 Dump,44484.0,6/14/2023,Yes,NULL,NULL,22.0,GROUNDS,1988,FORD,F600,Y,NULL,NULL,Dept_t3,2008 Chevy Silverado,26,61304,60160,F-7 R-6,Average,"$10,563.00 ",grounds
30,back row,grounds,1988.0,Ford,f-600 Dump,NULL,1FDNF60H6JVA30777,30,grounds,1988.0,Ford,f-600 Dump,44484.0,6/14/2023,Yes,NULL,NULL,22.0,GROUNDS,1988,FORD,F600,Y,NULL,NULL,Dept_t3,2004 Chevy 2500HD,27,126501,125343,F-17 R12,Average,"$3,949.00 ",grounds
30,back row,grounds,1988.0,Ford,f-600 Dump,NULL,1FDNF60H6JVA30777,30,grounds,1988.0,Ford,f-600 Dump,44484.0,6/14/2023,Yes,NULL,NULL,22.0,GROUNDS,1988,FORD,F600,Y,NULL,NULL,Dept_t3,2015 Chevy 2500,28,114540,113800,F-8 R-8,Above Average,"$15,315.00 ",grounds
30,back row,grounds,1988.0,Ford,f-600 Dump,NULL,1FDNF60H6JVA30777,30,grounds,1988.0,Ford,f-600 Dump,44484.0,6/14/2023,Yes,NULL,NULL,22.0,GROUNDS,1988,FORD,F600,Y,NULL,NULL,Dept_t3,1988 F-600 Dump,30,44506,44484,F-4 R-17,Average,To old to list,grounds
30,back row,grounds,1988.0,Ford,f-600 Dump,NULL,1FDNF60H6JVA30777,30,grounds,1988.0,Ford,f-600 Dump,44484.0,6/14/2023,Yes,NULL,NULL,22.0,GROUNDS,1988,FORD,F600,Y,NULL,NULL,Dept_t3,1988 F-800,31,261536,261513,F-16 R-20,Average,To old to list,grounds
30,back row,grounds,1988.0,Ford,f-600 Dump,NULL,1FDNF60H6JVA30777,30,grounds,1988.0,Ford,f-600 Dump,44484.0,6/14/2023,Yes,NULL,NULL,22.0,GROUNDS,1988,FORD,F600,Y,NULL,NULL,Dept_t3,2007 Chevy Silverado ,33,59584,59510,F-11 R-13,Average,"$8,787.00 ",grounds
30,back row,grounds,1988.0,Ford,f-600 Dump,NULL,1FDNF60H6JVA30777,30,grounds,1988.0,Ford,f-600 Dump,44484.0,6/14/2023,Yes,NULL,NULL,22.0,GROUNDS,1988,FORD,F600,Y,NULL,NULL,Dept_t3,2007 Chevy Silverado,34,31088,29970,F-16 R-16,Average,"$9,260.00 ",grounds
30,back row,grounds,1988.0,Ford,f-600 Dump,NULL,1FDNF60H6JVA30777,30,grounds,1988.0,Ford,f-600 Dump,44484.0,6/14/2023,Yes,NULL,NULL,22.0,GROUNDS,1988,FORD,F600,Y,NULL,NULL,Dept_t3,2015 Chevy Silverado 2500 W/T,36,60602,58240,F-13 R-9,Above Average,"$18,637.00 ",grounds
30,back row,grounds,1988.0,Ford,f-600 Dump,NULL,1FDNF60H6JVA30777,30,grounds,1988.0,Ford,f-600 Dump,44484.0,6/14/2023,Yes,NULL,NULL,22.0,GROUNDS,1988,FORD,F600,Y,NULL,NULL,Dept_t3,2013 Chevy Silverado,37,42616,41811,F-11 R-12,Average,"$14,055.00 ",grounds
16,back row,facilities,2007.0,Ford,Econoline Box,NULL,1FDWE35L47DA26972,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36.0,BOX,2007,FORD,ECONOL,Y,NULL,NULL,Dept_t3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,none
16,back row,facilities,2007.0,Ford,Econoline Box,NULL,1FDWE35L47DA26972,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36.0,BOX,2007,FORD,ECONOL,Y,NULL,NULL,Dept_t3,Golf Carts,NULL,NULL,NULL,NULL,NULL,NULL,none
16,back row,facilities,2007.0,Ford,Econoline Box,NULL,1FDWE35L47DA26972,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36.0,BOX,2007,FORD,ECONOL,Y,NULL,NULL,Dept_t3,OO7,BS/Advancement,White,8323,NULL,NULL,NULL,none
16,back row,facilities,2007.0,Ford,Econoline Box,NULL,1FDWE35L47DA26972,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36.0,BOX,2007,FORD,ECONOL,Y,NULL,NULL,Dept_t3,Fac #4,BS,Green EZ/Go,6377,NULL,NULL,NULL,none
16,back row,facilities,2007.0,Ford,Econoline Box,NULL,1FDWE35L47DA26972,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36.0,BOX,2007,FORD,ECONOL,Y,NULL,NULL,Dept_t3,Fac #8,BS,NULL,NULL,NULL,NULL,NULL,none
16,back row,facilities,2007.0,Ford,Econoline Box,NULL,1FDWE35L47DA26972,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36.0,BOX,2007,FORD,ECONOL,Y,NULL,NULL,Dept_t3,Fac #9,BS/Custodial/Emily,Burgundy,751,NULL,NULL,NULL,none
31,back row,grounds,1988.0,Ford,F-800,NULL,1FDXK84A6JVA00269,31,grounds,1988.0,Ford,F-800,261513.0,6/14/2023,Yes,NULL,NULL,23.0,GROUNDS,1988,FORD,F800,Y,NULL,NULL,Dept_t3,2010 GMCSierra 2500 SLE,25,104850,102911,F-11 R-11,Above Average,"$9,479.00 ",grounds
31,back row,grounds,1988.0,Ford,F-800,NULL,1FDXK84A6JVA00269,31,grounds,1988.0,Ford,F-800,261513.0,6/14/2023,Yes,NULL,NULL,23.0,GROUNDS,1988,FORD,F800,Y,NULL,NULL,Dept_t3,2008 Chevy Silverado,26,61304,60160,F-7 R-6,Average,"$10,563.00 ",grounds
31,back row,grounds,1988.0,Ford,F-800,NULL,1FDXK84A6JVA00269,31,grounds,1988.0,Ford,F-800,261513.0,6/14/2023,Yes,NULL,NULL,23.0,GROUNDS,1988,FORD,F800,Y,NULL,NULL,Dept_t3,2004 Chevy 2500HD,27,126501,125343,F-17 R12,Average,"$3,949.00 ",grounds
31,back row,grounds,1988.0,Ford,F-800,NULL,1FDXK84A6JVA00269,31,grounds,1988.0,Ford,F-800,261513.0,6/14/2023,Yes,NULL,NULL,23.0,GROUNDS,1988,FORD,F800,Y,NULL,NULL,Dept_t3,2015 Chevy 2500,28,114540,113800,F-8 R-8,Above Average,"$15,315.00 ",grounds
31,back row,grounds,1988.0,Ford,F-800,NULL,1FDXK84A6JVA00269,31,grounds,1988.0,Ford,F-800,261513.0,6/14/2023,Yes,NULL,NULL,23.0,GROUNDS,1988,FORD,F800,Y,NULL,NULL,Dept_t3,1988 F-600 Dump,30,44506,44484,F-4 R-17,Average,To old to list,grounds
31,back row,grounds,1988.0,Ford,F-800,NULL,1FDXK84A6JVA00269,31,grounds,1988.0,Ford,F-800,261513.0,6/14/2023,Yes,NULL,NULL,23.0,GROUNDS,1988,FORD,F800,Y,NULL,NULL,Dept_t3,1988 F-800,31,261536,261513,F-16 R-20,Average,To old to list,grounds
31,back row,grounds,1988.0,Ford,F-800,NULL,1FDXK84A6JVA00269,31,grounds,1988.0,Ford,F-800,261513.0,6/14/2023,Yes,NULL,NULL,23.0,GROUNDS,1988,FORD,F800,Y,NULL,NULL,Dept_t3,2007 Chevy Silverado ,33,59584,59510,F-11 R-13,Average,"$8,787.00 ",grounds
31,back row,grounds,1988.0,Ford,F-800,NULL,1FDXK84A6JVA00269,31,grounds,1988.0,Ford,F-800,261513.0,6/14/2023,Yes,NULL,NULL,23.0,GROUNDS,1988,FORD,F800,Y,NULL,NULL,Dept_t3,2007 Chevy Silverado,34,31088,29970,F-16 R-16,Average,"$9,260.00 ",grounds
31,back row,grounds,1988.0,Ford,F-800,NULL,1FDXK84A6JVA00269,31,grounds,1988.0,Ford,F-800,261513.0,6/14/2023,Yes,NULL,NULL,23.0,GROUNDS,1988,FORD,F800,Y,NULL,NULL,Dept_t3,2015 Chevy Silverado 2500 W/T,36,60602,58240,F-13 R-9,Above Average,"$18,637.00 ",grounds
31,back row,grounds,1988.0,Ford,F-800,NULL,1FDXK84A6JVA00269,31,grounds,1988.0,Ford,F-800,261513.0,6/14/2023,Yes,NULL,NULL,23.0,GROUNDS,1988,FORD,F800,Y,NULL,NULL,Dept_t3,2013 Chevy Silverado,37,42616,41811,F-11 R-12,Average,"$14,055.00 ",grounds
NULL,none,none,NULL,NULL,NULL,NULL,1FTRE14W06HB09002,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79.0,SOLD,2006,FORD,ECONOL,Y,NULL,NULL,Dept_t3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,1FTRE14W06HB09002,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79.0,SOLD,2006,FORD,ECONOL,Y,NULL,NULL,Dept_t3,Golf Carts,NULL,NULL,NULL,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,1FTRE14W06HB09002,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79.0,SOLD,2006,FORD,ECONOL,Y,NULL,NULL,Dept_t3,OO7,BS/Advancement,White,8323,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,1FTRE14W06HB09002,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79.0,SOLD,2006,FORD,ECONOL,Y,NULL,NULL,Dept_t3,Fac #4,BS,Green EZ/Go,6377,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,1FTRE14W06HB09002,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79.0,SOLD,2006,FORD,ECONOL,Y,NULL,NULL,Dept_t3,Fac #8,BS,NULL,NULL,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,1FTRE14W06HB09002,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79.0,SOLD,2006,FORD,ECONOL,Y,NULL,NULL,Dept_t3,Fac #9,BS/Custodial/Emily,Burgundy,751,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,1FTRE14W06HB09002,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SOLD,2006,FORD,ECONOL,Y,NULL,NULL,Dept_t3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,1FTRE14W06HB09002,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SOLD,2006,FORD,ECONOL,Y,NULL,NULL,Dept_t3,Golf Carts,NULL,NULL,NULL,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,1FTRE14W06HB09002,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SOLD,2006,FORD,ECONOL,Y,NULL,NULL,Dept_t3,OO7,BS/Advancement,White,8323,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,1FTRE14W06HB09002,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SOLD,2006,FORD,ECONOL,Y,NULL,NULL,Dept_t3,Fac #4,BS,Green EZ/Go,6377,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,1FTRE14W06HB09002,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SOLD,2006,FORD,ECONOL,Y,NULL,NULL,Dept_t3,Fac #8,BS,NULL,NULL,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,1FTRE14W06HB09002,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SOLD,2006,FORD,ECONOL,Y,NULL,NULL,Dept_t3,Fac #9,BS/Custodial/Emily,Burgundy,751,NULL,NULL,NULL,none
NULL,none,none,NULL,NULL,NULL,NULL,1FTRE14W85HB15323,NULL,none,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43.0,SCRAPPED,2005,FORD,ECONOL,NULL,NULL,NULL,Dept_t3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,none
